Name,Price,Discounted Price,Description,Thumbnail,Image1,Image2,Image3,Image4,Formato,Color,Tag,Mensajeria,Stock,Garantía,Category,Availability,Supplier,Currency,ShippingCost,TasaCambio
LONCHERA,$5.00,,"LONCHERA INFANTIL CON COMPARTIMENTOS +BOTELLA CON SORBETE

ÚTILES DEL HOGAR







0 días de Garantia

Peso: 1.20 lb

5.00 (1 reseñas)

$6.00

Descripción

Este set de lonchera infantil es ideal para el día a día escolar, paseos o actividades recreativas.
Gracias a sus compartimentos internos, permite organizar diferentes tipos de alimentos (frutas, snacks, arroz, proteínas) sin que se mezclen.

La botella con sorbete facilita la hidratación de los niños de forma segura y práctica, mientras que su correa permite transportarla cómodamente.
El material plástico es ligero, resistente, reutilizable y fácil de limpiar, lo que lo convierte en una opción práctica para padres y cuidadores.

Su diseño infantil atractivo ayuda a motivar a los niños a llevar y consumir sus alimentos, fomentando hábitos de alimentación saludable.

Detalles del Producto

COLOR:

verde/salmón /malva

CONTENIDO DEL SET:

1 lonchera con compartimentos internos, 1 botella con sorbete y tapa abatible , 1 cuchara plástica

MATERIAL:

Plástico alimenticio (PP – Polipropileno)

DISEÑO:

Infantil, decorado con personaje animado

CAPACIDAD / DISTRIBUCIÓN:

Lonchera con 4 compartimentos internos para separar alimentos Botella con boquilla tipo sorbete y correa para transporte

COMPATIBILIDAD :

Apto para microondas (uso moderado, preferiblemente sin tapa) , Apto para lavavajillas ,Seguro para contacto con alimentos ,Material reciclable

DIMENSONES::

24 cm ()

Variantes
LONCHERA INFANTIL CON COMPARTI ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/f4742511-bb62-45d6-98e1-16af9e642f39/f0e6e882-e4d5-4378-ae16-fa738f268ed4.jpg,,,,,,,,,10,0 días de Garantia,Hogar y Muebles,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
Altavoz Bluetooth Portátil con 2 Micrófonos Inalámbricos Y1,$18.00,,"Altavoz Bluetooth Portátil con 2 Micrófonos Inalámbricos Y1

TECNOLOGÍA







15 días de Garantia

Peso: 3.00 lb

5.00 (6 reseñas)

$18.00

Descripción

ENTRADAS: Puerto C, Tarjeta SD, Jack 3.5mm

FÁCIL DE CONECTAR: máquina de karaoke inalámbrica, chip Bluetooth 5.3 premium, se puede conectar a TV, teléfonos celulares, simple y conveniente de usar, fácil de disfrutar de la experiencia individual de KTV.

EXQUISITO Y DE MODA: altavoz Bluetooth y juego de 2 micrófonos, diseño moderno, hermoso, pequeño y exquisito, adecuado para fiestas, viajes, salas de conferencias, bodas, escenarios, etc.

SONIDO PREMIUM: Mini máquina de karaoke con 2 micrófonos inalámbricos, con chip de procesamiento digital, garantiza un mejor sonido, disfruta del sonido KTV, adecuado para el trabajo o el entretenimiento de Karaoke.

POTENTE ESTÉREO: Altavoz pequeño con dos bocinas magnéticas internas y 3 unidades generadoras de sonido, que cubren completamente 200 ㎡. Los agudos son nítidos, los medios son potentes y los graves son densos.

EFECTO DE LUZ RGB: Diseño innovador, el efecto de luz del altavoz acristalado en el altavoz de karaoke. Hasta 16 perlas de luz independientes, una variedad de efectos de luz RGB para aumentar el ambiente musical.

 

Detalles del Producto

MATERIAL::

Plástico, Electrónica

TAMAÑO DEL ALTAVOZ:

Aprox. 8 x 8 x 8,5 cm/3,1 x 3,1 x 3,3 pulgadas

TAMAÑO DEL MICRÓFONO:

Aprox. 13,5 x 3 x 3 cm/5,3 x 1,2 x 1,2 pulgadas

VERSIÓN BT DEL ALTAVOZ:

BT 5.3

POTENCIA DE LA BOCINA DEL ALTAVOZ:

6 W

VOLTAJE DE FUNCIONAMIENTO DEL ALTAVOZ:

3,7 V

RANGO DE FRECUENCIA DEL ALTAVOZ:

20 Hz-20 KHz

:

Variantes
Altavoz Bluetooth Portátil con ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/d722623d-2c8b-4a1e-9ccb-308b51deb55b/5b874cfa-0a20-4298-b1e1-cfc7173b698c.jpg,,,,,,,,,10,15 días de Garantia,Audio y Video,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
BOCINA KARAOKE CON 2 MICRÓFONOS Y6,$18.00,,"BOCINA KARAOKE CON 2 MICRÓFONOS Y6

TECNOLOGÍA







15 días de Garantia

Peso: 3.00 lb

5.00 (7 reseñas)

$18.00

Descripción

ENTRADAS: Puerto C, USB, Tarjeta SD, Jack 3.5mm

Sonido potente: esta pequeña máquina de karaoke para niños tiene altavoces incorporados de 5 W con calidad de sonido de alta fidelidad, elegir esta potente mini máquina de karaoke de sonido traerá más diversión para sus hijos.

4 modos de conectividad: esta mini máquina de karaoke para niños es compatible con la última Bluetooth 5.3, unidad USB, tarjeta TF y entrada AUX, compatible con una variedad de dispositivos como teléfonos celulares, iPads y computadoras.

4 Voces mágicas divertidas: Dos micrófonos de esta máquina de karaoke tienen 5 modos de voz para resaltar tu voz natural en modo acústico, que se puede cambiar a voz masculina, femenina, bebé o mágica para divertirse.

Ligero y portátil: esta máquina de karaoke para niños tiene una batería recargable incorporada de 1200mAh que se puede cargar a través del puerto tipo C. Esta pequeña máquina de karaoke para niños te permite cantar tus canciones favoritas en cualquier momento y en cualquier lugar, ya sea que estés de fiesta en interiores o exteriores, sin las limitaciones de los cables.

Detalles del Producto

VERSIÓN DE BLUETOOTH:

5.3

DIÁMETRO:

57mm

PODER DE LA BOCINA:

10w

DURACIÓN DE LA CARGA DE LA BOCINA:

3.5-4 horas

DURACIÓN DE LA CARGA DE MICRÓFONOS:

2.5 h

Variantes
BOCINA KARAOKE Y6
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/7b68ac03-deac-4d74-ad47-9448cab2c8a7/83432ebb-30ad-47e5-bc68-f631597c985d.jpg,,,,,,,,,10,15 días de Garantia,Audio y Video,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
GATO ELÉCTRICO 3 EN 1 CON COMPRESOR DE AIRE (12V) Y LLAVE DE IMPACTO,$135.00,,"GATO ELÉCTRICO 3 EN 1 CON COMPRESOR DE AIRE (12V) Y LLAVE DE IMPACTO

TECNOLOGÍA







30 días de Garantia

Peso: 20.00 lb

5.00 (2 reseñas)

$135.00

Descripción

Función 1 Gato hidráulico de 5 toneladas
Función 2 Llave de alto impacto eléctrica
Función 3 Bomba de inflado de neumáticos
Función 4 Linterna con luz LED
Función 5 La maleta puede ser utilizada como señal de alerta incluso en condiciones nocturnas
Función 6 Incluye un martillo de emergencia para romper cristales

Detalles del Producto

ESPECIFICACIONES DEL GATO ELÉCTRICO:

.

VOLTAJE::

DC 12V

CORRIENTE MÁXIMA::

15A

POTENCIA NOMINAL::

180W

CAPACIDAD DE CARGA MÁXIMA::

5 toneladas (5T)

RANGO DE ELEVACIÓN::

155 mm – 450 mm

ESPECIFICACIONES DEL COMPRESOR DE AIRE:

.

VOLTAJE:

DC 12V

CORRIENTE MÁXIMA::

10A

POTENCIA NOMINAL::

120W

FLUJO DE AIRE::

35 L/min

PRESIÓN MÁXIMA::

150 PSI

ELEVACIÓN EN MINUTOS::

Nuestro gato eléctrico para autos solo tarda unos 2 minutos en alcanzar su altura máxima (45 cm). Cualquiera puede levantar su vehículo fácilmente. Cuando el gato alcanza su altura máxima, se detiene automáticamente para garantizar la seguridad. Nota: El gato debe usarse en superficies planas.

LLAVE DE IMPACTO DE ALTA EFICIENCIA: :

Con un par máximo de 450 N·m, la llave de impacto eléctrica atornilla y desatornilla en segundos. Disponemos de 2 casquillos para tornillos de 4 tamaños (17/19 mm y 21/23 mm), compatibles con la mayoría de vehículos con tuercas de diferentes tamaños. Seleccione el casquillo adecuado y mantenga pulsado el botón de encendido hasta que se extraiga el tornillo.

MÁS DE UNA FORMA DE CARGAR: :

El gato hidráulico eléctrico para su vehículo se alimenta con un encendedor de 12 V o con la batería de su coche. Además, cuenta con un cable de alimentación de 4 metros para que pueda colocarlo junto a la rueda delantera o trasera sin problemas. También le proporcionamos tres fusibles de repuesto, homologados por TÜV, para que pueda usarlos con total tranquilidad.

INFLADO RÁPIDO DE NEUMÁTICOS:

Con una bomba de inflado de neumáticos instalada en el gato hidráulico eléctrico, no tendrá que preocuparse por una emergencia de rotura de neumáticos en medio de la nada. Las cajas de herramientas ocultas a ambos lados mantienen la cámara y las agujas inflables bien organizadas para un inflado rápido de neumáticos. Equipado con un indicador de presión de neumáticos, puede monitorear la presión de los neumáticos mientras infla.

Variantes
GATO ELÉCTRICO 3 EN 1 CON COMP ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/a7567f42-3a6c-4467-9f29-45bb2e36e4bb/c2ad8292-e919-4833-8c91-14d44ec7e152.jpg,,,,,,,,,10,30 días de Garantia,Automotriz y Motos,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
BOCINA PARA ORDENADOR T-WOLF,$12.00,,"BOCINA PARA ORDENADOR T-WOLF

TECNOLOGÍA







30 días de Garantia

Peso: 3.00 lb

4.75 (4 reseñas)

$12.00

Descripción

Los altavoces superarán la prueba durante las conferencias virtuales de la empresa , permitiéndole escuchar cada susurro. Le transportarán al centro de los eventos virtuales mientras reproducen con precisión cada sonido. Son perfectos para escuchar diversos tipos de música gracias a su sonido neutro y natural. Un momento para bailar o relajarse después de un día duro.

Detalles del Producto

FABRICANTE:

T-WOLF

MODELO:

S3

POTENCIA DE SALIDA RMS:

6 W (2 x 3 W)

RANGO DE FRECUENCIA:

100-20000 Hz

IMPEDANCIA:

2x 4 Ω

FUENTE DE ALIMENTACIÓN:

USB / DC 5V

CONEXIÓN:

Conector mini-jack de 3,5""

DIMENSIONES:

70 x 70 x 95 mm

LONGITUD DEL CABLE:

105 cm

Variantes
BOCINA PARA ORDENADOR T-WOLF
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/3c3f01f8-3970-451f-b219-2a62d492a06b/d525429d-c1f0-42c9-a62d-89a760a32929.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
PLANTA ELÉCTRICA INVERTER HOLLFILL 3250W / 3600W,$750.00,,"PLANTA ELÉCTRICA INVERTER HOLLFILL 3250W / 3600W

ELECTRODOMÉSTICOS







180 días de Garantia

Peso: 49.50 lb

4.60 (5 reseñas)

$750.00

Descripción

La planta eléctrica inverter HOLLFILL FW4500iS ofrece energía estable y eficiente, ideal para equipos sensibles y uso doméstico. Este generador cuenta con una potencia nominal de 3250W y potencia máxima de 3600W, integrando tecnología inverter para suministrar corriente continua y segura. Su diseño compacto, motor de 157.3cc y modo ECO optimizan el consumo de gasolina, mientras que su funcionamiento monofásico a 110V lo hace adecuado para diversos electrodomésticos y herramientas. Incorpora arranque manual, panel de control completo y sistema de baja distorsión armónica (THD<3%).

Detalles del Producto

MARCA:

HOLLFILL

MODELO:

FW4500iS

VOLTAJE NOMINAL:

110V (AC)

FRECUENCIA NOMINAL:

60 Hz

POTENCIA NOMINAL:

3250 W

POTENCIA MÁXIMA:

3600 W

CORRIENTE NOMINAL:

29.5 A

TIPO DE FASE:

Monofásica

FACTOR DE POTENCIA:

1.0

MOTOR:

157.3 cc

VELOCIDAD DE ROTACIÓN:

4500 rpm

MODO ECO:

Sí (bajo / alto)

DISTORSIÓN ARMÓNICA (THD):

<3%

CAPACIDAD DEL TANQUE:

6.8 L

CAPACIDAD DE ACEITE:

0.50 L

TIPO DE ARRANQUE:

Manual (cuerda retráctil)

ALTITUD MÁXIMA DE OPERACIÓN:

1500 m

TEMPERATURA MÁXIMA:

40°C

DIMENSIONES (AN X PR X AL):

230 × 450× 490 mm

SALIDAS:

2 puertos 110V AC

INDICADORES:

V.F.T digital (Voltaje/Frecuencia/Tiempo)

FUNCIONES ADICIONALES:

Reinicio, palanca de ahogado, interruptor del motor

ACCESORIOS:

Llave para bujía , Destornillador de mantenimiento, Cuerda de arranque de repuesto, Manguera de desahogo, Enchufe reforzado

Variantes
PLANTA ELÉCTRICA INVERTER HOLL ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/2e449b68-9cad-4846-91db-5fbdf3bed7ac/028f42ca-dd5e-4c90-9332-d0aa864f15fc.jpg,,,,,,,,,10,180 días de Garantia,Energía y Electricidad,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
BÁSCULA DIGITAL DE COCINA,$8.00,,"BÁSCULA DIGITAL DE COCINA

ÚTILES DEL HOGAR







30 días de Garantia

Peso: 3.00 lb

5.00 (6 reseñas)

$8.00

Descripción

Esta báscula digital de cocina es una herramienta muy versátil: permite pesar con precisión ingredientes como harina, azúcar, especias o líquidos para cocinar y hornear correctamente. 

 

Además, es útil para el control dietético, ya que facilita porcionar alimentos y seguir con exactitud planes de alimentación. 

 

También puede emplearse en un entorno más profesional, por ejemplo en repostería o panadería, donde medir cantidades exactas es fundamental. 

 

Por último, también funciona para usos alternativos, como pesar pequeños paquetes, cartas o productos caseros.

Detalles del Producto

MODELO:

SF-400

SISTEMA:

sensor de galgas extensométricas de alta precisión

PANTALLA:

LCD

FUNCIONES::

Auto–reseteo a cero / apagado automático

FUNCIÓN DE MODO:

(g/oz)

INDICADOR DE SOBRECARGA :

batería baja

ALIMENTACIÓN:

1.5 V × 2 baterías AAA (incluidas)

MATERIAL:

Plástico (ABS)

Variantes
BÁSCULA DIGITAL DE COCINA
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/0c0f033d-40d8-4f18-a506-1fc3e7c4073e/7a5e9bb1-b8af-4a2a-a67d-c27c75f1f8a0.jpg,,,,,,,,,10,30 días de Garantia,Pequeños Electrodomésticos,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
BÁSCULA DIGITAL CORPORAL,$25.00,,"BÁSCULA DIGITAL CORPORAL

ÚTILES DEL HOGAR







30 días de Garantia

Peso: 1.85 lb

5.00 (4 reseñas)

$25.00

Descripción

Las básculas digitales inteligentes permiten medir el peso corporal u otros objetos con alta precisión

Detalles del Producto

:

COLOR:

Negro

INCLUYE:

2 Pilas AAA y una cinta metrica

SE CONECTA AL TELÉFONO :

si ,mediante una app que brinda datos a cerca del control de su peso corporal

RANGO DE PESO QUE SOPORTA :

desde 0.2 KG (0.44 lb) hasta ~180 KG (396 lb)

PANTALLA :

LCD

DIMENSIONES :

26 x 26 cm

Variantes
BÁSCULA DIGITAL CORPORAL
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/9a5f89e2-5f93-4448-b9a9-c80567446b25/a1cd325e-017f-44a5-af4e-621bcca1d57d.jpg,,,,,,,,,10,30 días de Garantia,Hogar y Muebles,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
CASCOS RGB ONIKUMA X15 PRO,$30.00,,"CASCOS RGB ONIKUMA X15 PRO

TECNOLOGÍA







30 días de Garantia

Peso: 3.00 lb

5.00 (3 reseñas)

$30.00

Descripción

Son perfectos para gamers, streamers principiantes, estudiantes o cualquier persona que necesite auriculares cómodos con micrófono y buen sonido. Gracias a su diseño ligero y ergonómico, también son ideales para uso prolongado en juegos, trabajo o entretenimiento

Detalles del Producto

TAMAÑO DE ALTAVOZ:

50mm

IMPEDANCIA:

32 ohmios ±15%

SENSIBILIDAD:

102 ± 3 dB

FRECUENCIA DE LOS AURICULARES:

20-20.000 Hz

TAMAÑO DEL MICRÓFONO:

6,0×5,0mm

SENSIBILIDAD DEL MICRÓFONO:

-38 +-3dB

IMPEDANCIA DEL MICRÓFONO:

≦ 2.2KΩ

DIRECCIONALIDAD:

omnidireccional

LONGITUD DE LA LÍNEA:

2,0 M +-0,15

VOLTAJE DE FUNCIONAMIENTO DEL LED:

DC5V +-5%

CORRIENTE DE FUNCIONAMIENTO:

≦ 180mA

CONECTOR DE AURICULARES:

USB + 3,5 MM

Variantes
CASCOS RGB ONIKUMA X15 PRO
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/c1ae543e-5ce5-4489-b24e-e200694f207f/17998480-b47a-465a-ac9e-38bd7dacca48.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
CANDADO CON ALARMA,$20.00,,"CANDADO CON ALARMA

ÚTILES DEL HOGAR







15 días de Garantia

Peso: 1.25 lb

5.00 (5 reseñas)

$20.00

Descripción

Bloqueo de freno de disco de alarma para motocicleta, cerraduras de motocicleta

 

Protege tu motocicleta: nuestras cerraduras para motocicleta mantienen tu motocicleta segura con sensores integrados que detectan golpes y movimientos, y un sistema de alarma de 110 dB que ahuyenta posibles pérdidas. Es perfecto para aquellos que estacionan su motocicleta en el exterior o en un apartamento. Accesorios de motocicleta necesarios Seguridad y tranquilidad añadidas.

Detalles del Producto

MODELO:

LK603

NIVEL DE RUIDO:

110 dB

DISPOSITIVO COMPATIBLE:

Motocicleta

INCLUYE:

2 llaves

SISTEMA:

activación y desconexión

CANDADO:

Alarma con sensores

COLOR:

Negro granulado

Variantes
CANDADO CON ALARMA
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/5ce36a20-344e-4b83-a71f-d370ecdba52a/ca066829-473e-4739-92d2-af457190976e.jpg,,,,,,,,,10,15 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
CANDADO ANTI-CORTE,$7.00,,"CANDADO ANTI-CORTE

ÚTILES DEL HOGAR







15 días de Garantia

Peso: 2.00 lb

5.00 (3 reseñas)

$7.00

Descripción

El candado de seguridad YANGFAN está especialmente diseñado para la seguridad social. Contiene un buen mecanismo y es especialmente adecuado para lugares importantes, como el hogar, almacenes, oficinas y similares.

 

Contra llaves maestras:

La estructura interna del candado ha sido innovada y modificada de la habitual a múltiples capas especiales.
Por lo tanto, una llave maestra no puede abrir el candado de ninguna manera.
 

Contra sierra:

El arco de acero endurecido no puede ser cortado con sierra.


Contra palanca:

El dispositivo contiene una bola de acero muy dura que bloquea el arco, y es tan resistente que no puede ser forzado con palanca.

 

Contra taladro:

La cubierta endurecida del eje del candado puede resistir el taladro.
 

Detalles del Producto

MARCA:

YANGFAN

MATERIAL:

Acero Inoxidable

COLOR:

Aluminio

INCLUYE :

4 llaves

Variantes
CANDADO ANTI-CORTE
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/385946c4-3b1c-443a-9f3f-f193005a14a4/21d2fd3a-e19b-448c-a940-d7e2d7e94cec.jpg,,,,,,,,,10,15 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
CANDADO DE CABLE CON LLAVE,$12.00,,"CANDADO DE CABLE CON LLAVE

ÚTILES DEL HOGAR







7 días de Garantia

Peso: 0.95 lb

5.00 (4 reseñas)

$12.00

Descripción

Ideal para motocicletas, bicicletas, rejas, escaleras, equipo de construcción y más

Detalles del Producto

COLOR :

Negro

DIMENENSIONES:

15mm x1.20m

INCLUYE:

2 llaves

CARACTERÍSTICA ESPECIAL:

Cable de acero trenzado para mayor resistencia a cortes

TIPO DE BLOQUEO:

Tambor de pines

MATERIAL:

Acero aleado

Variantes
CANDADO DE CABLE CON LLAVE
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/514916b3-b878-4aec-815d-f17e0e00a9c3/dc9c22ba-7470-4d42-9e7d-dbe6b919b457.jpg,,,,,,,,,10,7 días de Garantia,Ferretería y Pintura,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
UNIDAD DE ALMACENAMIENTO EXTERNO 1TB,$55.00,,"UNIDAD DE ALMACENAMIENTO EXTERNO 1TB

TECNOLOGÍA







30 días de Garantia

Peso: 2.00 lb

5.00 (5 reseñas)

$55.00

Descripción

DISCO EXTERNO,1TB,1TERA

Detalles del Producto

CAPACIDAD::

1 TB (modelo WD10SPZX)

FACTOR DE FORMA:

2.5″ x 7 mm (o compatible en bahías estándar de 9.5mm)

INTERFAZ::

SATA 6 Gb/s (SATA III)

VELOCIDAD DE GIRO::

5.400 RPM

Variantes
UNIDAD DE ALMACENAMIENTO EXTER ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/fc97f3c0-3be7-4447-a919-b78509922928/48c5552e-ff0d-4b53-8167-9c480eedc0f5.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
UNIDAD DE ALMACENAMIENTO EXTERNO 500GB,$30.00,,"UNIDAD DE ALMACENAMIENTO EXTERNO 500GB

TECNOLOGÍA







30 días de Garantia

Peso: 2.00 lb

5.00 (3 reseñas)

$30.00

Descripción

disco externo,500Gb,HDD,2.5´´

Detalles del Producto

CAPACIDAD:

500GB

MODELO / REFERENCIA:

WD5000LPVT-08G33T1

FAMILIA / SERIE:

WD Blue (Scorpio Blue)

FORMATO FÍSICO:

2.5″, grosor 7.0 mm

INTERFAZ:

SATA II (3 Gb/s)

VELOCIDAD DE GIRO (RPM):

5.400 RPM

FORMATO DE SECTORES:

Advanced Format (512e, físico 4K)

TASA DE TRANSFERENCIA SOSTENIDA:

Hasta ~147 MB/s

LATENCIA MEDIA:

~5,5 ms

CICLOS DE CARGA / DESCARGA:

600,000 ciclos Load/Unload

CHOQUE (SHOCK):

Operativo: 400 G (2 ms) No operativo: 1000 G (2 ms)

ACÚSTICA:

Reposo: ~17 dBA Búsqueda: ~22 dBA

:

Variantes
UNIDAD DE ALMACENAMIENTO EXTER ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/724e24b5-dd06-4406-bb4e-b1b526d57c1c/e70bacf2-82d9-4cc1-b0de-54cbcc24d585.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
UNIDAD DE ALMACENAMIENTO EXTERNO 256GB,$18.00,,"UNIDAD DE ALMACENAMIENTO EXTERNO 256GB

TECNOLOGÍA







30 días de Garantia

Peso: 2.00 lb

5.00 (3 reseñas)

$18.00

Descripción

HDD,2.5´´,EXTERNO

Detalles del Producto

CAPACIDAD:

256Gb (Modelo ST250LT003-9YG14C)

VELOCIDAD DE GIRO (RPM):

5.400 RPM (5400)

INTERFAZ::

SATA II (3 Gb/s)

CACHÉ (BUFFER)::

16 MB

LATENCIA PROMEDIO::

~5,6 ms

TAMAÑO FÍSICO (FACTOR DE FORMA)::

2.5″, grosor 7 mm

Variantes
UNIDAD DE ALMACENAMIENTO EXTER ...
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/3ae27b54-5a43-43b8-98b3-967f319a66a6/bfadc239-546c-4c35-b4cd-ded32cde3b09.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
DISCO SÓLIDO SSD 1TB,$60.00,,"DISCO SÓLIDO SSD 1TB

TECNOLOGÍA







30 días de Garantia

Peso: 2.00 lb

4.50 (4 reseñas)

$60.00

Descripción

ssd,1tb,SOLIDO,INTERNO

Detalles del Producto

TIPO DE INTERFAZ:

SATA III

TAMAÑO:

2.5´´

TIPO:

Disco Duro Interno

MATERIAL DE LA CARCASA:

Aleación de Aluminio

PUERTO DE EXPANSIÓN:

Sata 3.0

DISPOSITIVO COMPATIBLE:

Computadora de escritorio/portátil/comercial, etc.

TAMAÑO::

100 mm (largo) * 70 mm (ancho) * 7 mm (alto)

Variantes
DISCO SÓLIDO SSD 1TB
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/f1a91187-0517-411e-9158-0efda4b61afb/91d8f03a-375b-400e-8040-a31025f983f6.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
DISCO SÓLIDO SSD 500GB,$40.00,,"DISCO SÓLIDO SSD 500GB

TECNOLOGÍA







30 días de Garantia

Peso: 2.00 lb

5.00 (3 reseñas)

$40.00

Descripción

ssd,SOLIDO,SATA,2.5´´

Detalles del Producto

TIPO DE INTERFAZ:

SATA III

TAMAÑO:

2.5´´

TIPO:

Disco Duro Interno

MATERIAL DE LA CARCASA:

Aleación de Aluminio

PUERTO DE EXPANSIÓN:

Sata 3.0

DISPOSITIVO COMPATIBLE:

Computadora de escritorio/portátil/comercial, etc.

TAMAÑO::

100 mm (largo) * 70 mm (ancho) * 7 mm (alto)

Variantes
DISCO SÓLIDO SSD 500GB
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/cd7e128c-52ac-41b3-830a-7af77a5032fb/25703aca-9b1b-47ad-adbb-12503193e1d0.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
DISCO SÓLIDO SSD 256GB,$25.00,"8,00","DISCO SÓLIDO SSD 256GB

TECNOLOGÍA







30 días de Garantia

Peso: 2.00 lb

5.00 (3 reseñas)

$25.00

Descripción

DISCO DURO,SSD SATA,solido,ssd

Detalles del Producto

TIPO DE INTERFAZ:

SATA III

TAMAÑO:

2.5´´

TIPO:

Disco Duro Interno

MATERIAL DE LA CARCASA:

Aleación de Aluminio

PUERTO DE EXPANSIÓN:

Sata 3.0

DISPOSITIVO COMPATIBLE:

Computadora de escritorio/portátil/comercial, etc.

TAMAÑO::

100 mm (largo) * 70 mm (ancho) * 7 mm (alto)

Variantes
DISCO SÓLIDO SSD 256GB
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/6bdbb6ce-5e83-48ae-ab8e-83dfadeffb05/f4ffb75d-2cef-4486-ab1b-5db9ab801e7e.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
DISCO DURO EXTERNO HDD 4TB 3.0,$100.00,"8,00","DISCO DURO EXTERNO HDD 4TB 3.0

TECNOLOGÍA







30 días de Garantia

Peso: 2.00 lb

5.00 (3 reseñas)

$100.00

Descripción

Discos de almacenamiento masivo para oficinas, cámaras DVR/NVR, copias de seguridad permanentes, servidores caseros o almacenamiento fijo.”

No son para movilidad.
Son para escritorio, seguridad, continuidad.

Detalles del Producto

TIPO DE UNIDAD:

HDD mecánico

FORMATO INTERNO TÍPICO::

3.5 pulgadas

INTERFAZ:

USB 2.0

:

Compatible con puertos USB 1.1 / USB 2.0 / USB 3.0 del ordenador

ALIMENTACIÓN:

Adaptador de corriente externo con alimentación por puerto USB

COMPATIBILIDAD DE SISTEMA OPERATIVO:

Windows 98 / ME / 2000 / XP / Vista / 7 / 8 / 10

:

Mac OS 9.0 o superior

:

Compatible sin drivers (Plug & Play) en todos los sistemas modernos

CARACTERÍSTICAS PRINCIPALES:

PLUG & PLAY::

no requiere instalación de controladores (excepto Windows 98).

:

Alto rendimiento de transferencia según estándar USB.

:

Protección mediante carcasa externa que reduce vibraciones y golpes.

:

Silencioso en operación

RECOMENDACIONES DE USO::

:

No desconectar durante lectura/escritura.

:

Usar la función “Quitar hardware con seguridad”.

:

Evitar golpes, caídas y humedad.

:

No abrir la carcasa para evitar daño físico o pérdida de garantía.

Variantes
DISCO DURO EXTERNO HDD 4TB 3.0
1
Añadir al carrito
Añadir y comprar",https://api.7casa.com/media/products/5775fa89-ffcf-4a10-8233-8652862850dd/fe8c45b1-b536-4b52-9092-68aa35beb556.jpg,,,,,,,,,10,30 días de Garantia,Computación y Gaming,,VP,"USD, EURO 1x1, CUP efectivo + 10",,
